long,lat,locality,province,year,month,kingdom,class,family,genus,species,common_name,loc
-2.95,36.753,Albufera de Adra,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2000,Jan,Animalia,Aves,Ardeidae,Ixobrychus,Ixobrychus minutus,Avetorillo comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2000,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2001,Jan,Animalia,Aves,Ardeidae,Ixobrychus,Ixobrychus minutus,Avetorillo comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2005,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2005,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2005,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2006,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2006,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2007,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2007,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2007,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2008,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2009,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2009,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2010,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2010,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2011,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2011,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2012,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2012,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2012,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2012,Jan,Animalia,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax,Martinete comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2012,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2013,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2013,Jan,Animalia,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax,Martinete comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2013,Jan,Animalia,Aves,Ardeidae,Ardeola,Ardeola ralloides,Garcilla cangrejera,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2013,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2014,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2014,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2014,Jan,Animalia,Aves,Ardeidae,Nycticorax,Nycticorax nycticorax,Martinete comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.95,36.753,Albufera de Adra,Almeria,2014,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.95, 36.753)}"
-2.729,36.763,Canada de las Norias ,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.729, 36.763)}"
-2.729,36.763,Canada de las Norias ,Almeria,2000,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-2.729, 36.763)}"
-2.729,36.763,Canada de las Norias ,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.729, 36.763)}"
-2.759,36.693,Charcones de Punta Entinas ,Almeria,2000,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.759, 36.693)}"
-2.759,36.693,Charcones de Punta Entinas ,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.759, 36.693)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2000,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2000,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2001,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2001,Jan,Animalia,Aves,Ardeidae,Ardea,Egretta alba,Garceta grande,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2002,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2002,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.221,36.769,Salinas de Cabo de Gata ,Almeria,2004,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.221, 36.769)}"
-2.675,36.698,Salinas de Cerrillos ,Almeria,2000,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-2.675, 36.698)}"
-2.675,36.698,Salinas de Cerrillos ,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-2.675, 36.698)}"
-2.675,36.698,Salinas de Cerrillos ,Almeria,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.675, 36.698)}"
-2.233,36.8,SALINAS DEL P. NAT. DEL CABO DE GATA,Almeria,2004,Jan,Animalia,Aves,Fringillidae,Bucanetes,Bucanetes githagineus,Camachuelo trompetero,"{'type': 'Point', 'coordinates': (-2.233, 36.8)}"
-0.545,38.254,Balsares-Carabassi-Clot de Galvany ,Asturias,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.545, 38.254)}"
-0.545,38.254,Balsares-Carabassi-Clot de Galvany ,Asturias,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-0.545, 38.254)}"
-0.545,38.254,Balsares-Carabassi-Clot de Galvany ,Asturias,2003,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-0.545, 38.254)}"
-0.545,38.254,Balsares-Carabassi-Clot de Galvany ,Asturias,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.545, 38.254)}"
-0.058,38.873,Marjal de Pego-Oliva (A-V),Asturias,2003,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-0.058, 38.873)}"
-0.058,38.873,Marjal de Pego-Oliva (A-V),Asturias,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.058, 38.873)}"
-0.058,38.873,Marjal de Pego-Oliva (A-V),Asturias,2003,Jan,Animalia,Aves,Ardeidae,Ardea,Egretta alba,Garceta grande,"{'type': 'Point', 'coordinates': (-0.058, 38.873)}"
-0.058,38.873,Marjal de Pego-Oliva (A-V),Asturias,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.058, 38.873)}"
-0.527,38.29,Saladar de Agua Amarga ,Asturias,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.527, 38.29)}"
-0.637,38.172,Salinas de Santa Pola ,Asturias,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
-0.637,38.172,Salinas de Santa Pola ,Asturias,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
-0.637,38.172,Salinas de Santa Pola ,Asturias,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
-0.637,38.172,Salinas de Santa Pola ,Asturias,2003,Jan,Animalia,Aves,Ardeidae,Ixobrychus,Ixobrychus minutus,Avetorillo comun,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
-0.637,38.172,Salinas de Santa Pola ,Asturias,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-0.637, 38.172)}"
-6.115,43.051,Asturias,Asturias,2010,Jul,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-6.115, 43.051)}"
-5.382,43.325,Asturias,Asturias,2010,Nov,Animalia,Amphibia,Salamandridae,Triturus,Triturus marmoratus,Marbled Newt,"{'type': 'Point', 'coordinates': (-5.382, 43.325)}"
-6.077,43.139,Asturias,Asturias,2012,Jul,Animalia,Amphibia,Salamandridae,Triturus,Triturus marmoratus,Marbled Newt,"{'type': 'Point', 'coordinates': (-6.077, 43.139)}"
-5.382,43.185,Asturias,Asturias,2012,May,Animalia,Amphibia,Salamandridae,Chioglossa,Chioglossa lusitanica,Gold-striped Salamander,"{'type': 'Point', 'coordinates': (-5.382, 43.185)}"
-5.382,43.325,Asturias,Asturias,2013,May,Animalia,Amphibia,Salamandridae,Chioglossa,Chioglossa lusitanica,Gold-striped Salamander,"{'type': 'Point', 'coordinates': (-5.382, 43.325)}"
-5.26,43.32,Asturias,Asturias,2013,May,Animalia,Amphibia,Salamandridae,Chioglossa,Chioglossa lusitanica,Gold-striped Salamander,"{'type': 'Point', 'coordinates': (-5.26, 43.32)}"
-4.95,43.33,Asturias,Asturias,2013,May,Animalia,Amphibia,Salamandridae,Chioglossa,Chioglossa lusitanica,Gold-striped Salamander,"{'type': 'Point', 'coordinates': (-4.95, 43.33)}"
-5.095,43.302,Asturias,Asturias,2014,May,Animalia,Amphibia,Salamandridae,Lissotriton,Lissotriton boscai,Bosca's Newt,"{'type': 'Point', 'coordinates': (-5.095, 43.302)}"
-4.948,43.334,Asturias,Asturias,2014,Jun,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-4.948, 43.334)}"
-5.383,43.323,Asturias,Asturias,2015,Aug,Animalia,Amphibia,Salamandridae,Chioglossa,Chioglossa lusitanica,Gold-striped Salamander,"{'type': 'Point', 'coordinates': (-5.383, 43.323)}"
-5.26,43.32,Asturias,Asturias,2015,May,Animalia,Amphibia,Salamandridae,Chioglossa,Chioglossa lusitanica,Gold-striped Salamander,"{'type': 'Point', 'coordinates': (-5.26, 43.32)}"
-1.96,42.273,Balsa de La Degollada,Asturias,2016,Jul,Animalia,Amphibia,Pelobatidae,Pelobates,Pelobates cultripes,Western Spadefoot,"{'type': 'Point', 'coordinates': (-1.96, 42.273)}"
-8.336,43.352,Oleiros,Asturias,2017,Apr,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-8.336, 43.352)}"
-5.2,43.43,Parres,Asturias,2019,Jul,Animalia,Amphibia,Salamandridae,Chioglossa,Chioglossa lusitanica,Gold-striped Salamander,"{'type': 'Point', 'coordinates': (-5.2, 43.43)}"
-5.037,43.285,Picos de Europa P.N.,Asturias,2014,May,Animalia,Amphibia,Salamandridae,Lissotriton,Lissotriton boscai,Bosca's Newt,"{'type': 'Point', 'coordinates': (-5.037, 43.285)}"
-5.002,43.283,Picos de Europa P.N.,Asturias,2014,May,Animalia,Amphibia,Salamandridae,Lissotriton,Lissotriton boscai,Bosca's Newt,"{'type': 'Point', 'coordinates': (-5.002, 43.283)}"
-5.639,43.337,Siero,Asturias,2020,Jan,Animalia,Amphibia,Salamandridae,Triturus,Triturus marmoratus,Marbled Newt,"{'type': 'Point', 'coordinates': (-5.639, 43.337)}"
-5.1,40.214,Arenas de San Pedro,Avila,2018,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Little Grebe,"{'type': 'Point', 'coordinates': (-5.1, 40.214)}"
-4.557,40.878,Charcas del Aguila,Avila,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.557, 40.878)}"
-4.589,40.426,Embalse de Burguillo,Avila,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.589, 40.426)}"
-4.589,40.426,Embalse de Burguillo,Avila,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.589, 40.426)}"
-4.589,40.426,Embalse de Burguillo,Avila,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.589, 40.426)}"
-4.589,40.426,Embalse de Burguillo,Avila,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.589, 40.426)}"
-4.589,40.426,Embalse de Burguillo,Avila,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.589, 40.426)}"
-4.589,40.426,Embalse de Burguillo,Avila,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.589, 40.426)}"
-4.689,40.701,Embalse de las Cogotas,Avila,2000,Jan,Animalia,Aves,Anatidae,Anas,Mareca penelope,Eurasian Wigeon,"{'type': 'Point', 'coordinates': (-4.689, 40.701)}"
-4.692,40.694,Embalse de Las Cogotas,Avila,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.692, 40.694)}"
-4.692,40.694,Embalse de Las Cogotas,Avila,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.692, 40.694)}"
-4.692,40.694,Embalse de Las Cogotas,Avila,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.692, 40.694)}"
-4.692,40.694,Embalse de Las Cogotas,Avila,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.692, 40.694)}"
-5.307,40.105,Embalse de Rosarito (AV-TO),Avila,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.307, 40.105)}"
-5.307,40.105,Embalse de Rosarito (AV-TO),Avila,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.307, 40.105)}"
-5.307,40.105,Embalse de Rosarito (AV-TO),Avila,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.307, 40.105)}"
-5.307,40.105,Embalse de Rosarito (AV-TO),Avila,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-5.307, 40.105)}"
-5.307,40.105,Embalse de Rosarito (AV-TO),Avila,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.307, 40.105)}"
-5.305,40.101,Embalse de Rosarito (TO-AV),Avila,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.305, 40.101)}"
-4.465,40.685,Embalse del Voltoya,Avila,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.465, 40.685)}"
-4.465,40.685,Embalse del Voltoya,Avila,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.465, 40.685)}"
-5.123,41.035,Laguna de los Lavajares,Avila,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-5.123, 41.035)}"
-4.606,40.95,Laguna de San Anton,Avila,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.606, 40.95)}"
-5.01,40.282,Spain - Avila,Avila,2000,Apr,Animalia,Mammalia,Bovidae,Capra,Capra pyrenaica,Western Spanish Ibex,"{'type': 'Point', 'coordinates': (-5.01, 40.282)}"
-5.195,40.29,Spain - Sierra de Gredos,Avila,2000,Apr,Animalia,Mammalia,Bovidae,Capra,Capra pyrenaica,Western Spanish Ibex,"{'type': 'Point', 'coordinates': (-5.195, 40.29)}"
-5.263,40.27,Navalperal de Tormes,Avila,2018,Aug,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-5.263, 40.27)}"
-5.246,40.27,Navalperal de Tormes,Avila,2019,Apr,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-5.246, 40.27)}"
-5.276,40.255,Sierra de Gredos,Avila,2015,Aug,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-5.276, 40.255)}"
-5.13,40.203,Sierra de Gredos,Avila,2015,Mar,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.13, 40.203)}"
-5.639,40.32,Solana de Avila,Avila,2006,Jul,Animalia,Amphibia,Salamandridae,Salamandra,Salamandra salamandra,Fire Salamander,"{'type': 'Point', 'coordinates': (-5.639, 40.32)}"
-6.497,38.982,Embalse de Los Canchales--Cola del Lacara,Badajoz,2000,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Eurasian Spoonbill,"{'type': 'Point', 'coordinates': (-6.497, 38.982)}"
-6.497,38.982,Embalse de Los Canchales--Cola del Lacara,Badajoz,2000,Jan,Animalia,Aves,Anatidae,Anas,Mareca penelope,Eurasian Wigeon,"{'type': 'Point', 'coordinates': (-6.497, 38.982)}"
-5.823,39.49,Badajoz,Badajoz,2001,Apr,Animalia,Amphibia,Pelobatidae,Pelobates,Pelobates cultripes,Western Spadefoot,"{'type': 'Point', 'coordinates': (-5.823, 39.49)}"
