long;lat;locality;province;community;year;month;kingdom;class;family;genus;species;common_name
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2001;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2001;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2001;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.317;39.605;Laguna Larga, Villacanas;Toledo;Castilla y Leon;2004;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-4.324;43.388;Marismas de Oyambre ;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Threskiornithidae;Platalea;Platalea leucorodia;Espatula comun
-4.295;39.64;Menasalbas;Toledo;Castilla y Leon;2016;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-3.053;39.516;Miguel Esteban--Balsas;Toledo;Castilla y Leon;2016;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Common Shelduck
-4.853;39.644;Mtes. de Toledo--Señora de Barilon;Toledo;Castilla y Leon;2016;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-4.893;39.651;Mtes. de Toledo--Señora del Castillado;Toledo;Castilla y Leon;2016;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-4.722;39.646;Mtes. de Toledo--Sierra del Azarejo;Toledo;Castilla y Leon;2016;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-5.186;40.047;Oropesa to Candeleda steppe;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-5.186;40.047;Oropesa to Candeleda steppe;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Great Crested Grebe
-5.186;40.047;Oropesa to Candeleda steppe;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Eurasian Hoopoe
-5.186;40.047;Oropesa to Candeleda steppe;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Eared Grebe
-4.664;39.853;Osborne-Malpica;Toledo;Castilla y Leon;2019;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Little Grebe
-3.882;39.404;Pantano Finca Valdesimon, Los Yebenes;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.873;39.427;Pantano Finca Valle de Abajo, Los Yebenes;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.597;39.859;Prados de Huerta de Valdecarabanos;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.611;40.081;Rio Jarama, Sesena;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
-3.611;40.081;Rio Jarama, Sesena;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.611;40.081;Rio Jarama, Sesena;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.611;40.081;Rio Jarama, Sesena;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2001;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.693;40.018;Rio Tajo Aranjuez-Toledo;Toledo;Castilla y Leon;2004;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.493;39.882;Rio Tajo Puebla de Montalban-Malpica de Tajo;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-4.493;39.882;Rio Tajo Puebla de Montalban-Malpica de Tajo;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.193;39.87;Rio Tajo Toledo-Castrejon;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-4.193;39.87;Rio Tajo Toledo-Castrejon;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.204;43.114;Saja-Besaya PNat--Area General;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Common Chaffinch
-3.251;39.5;Salinas de Quero;Toledo;Castilla y Leon;2001;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.251;39.5;Salinas de Quero;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.251;39.5;Salinas de Quero;Toledo;Castilla y Leon;2003;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.751;39.054;Soto del Lugar - Anover de Tajo;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.694;39.153;Tablas de Daimiel ;Toledo;Castilla y Leon;2000;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-4.651;39.637;Toledo;Toledo;Castilla y Leon;2015;Apr;Animalia;Amphibia;Bufonidae;Bufo;Bufo spinosus;Spiny Toad
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2005;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2006;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2009;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.05;39.515;Charcones de Miguel Esteban;Toledo;Castilla y Leon;2010;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-3.6;39.067;DAIMIEL;Toledo;Castilla y Leon;2004;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Pinzon vulgar
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2005;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2006;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2009;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2010;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2010;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2011;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2012;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-3.549;39.812;Dehesa de Monreal, Dos Barrios;Toledo;Castilla y Leon;2012;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-4.982;39.801;Embalse de Azutan;Toledo;Castilla y Leon;2002;Jan;Animalia;Aves;Anatidae;Anas;Mareca penelope;Eurasian Wigeon
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2010;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2010;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2011;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.98;39.802;Embalse de Azutan;Toledo;Castilla y Leon;2012;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2007;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2008;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2009;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2010;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2011;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-4.693;40.021;Embalse de Cazalegas;Toledo;Castilla y Leon;2012;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.517;39.283; Alfafar;Valencia;Comunitat Valenciana;2019;Jan;Animalia;Aves;Upupidae;Upupa;Upupa epops;Abubilla
-0.353;39.397; Alfafar;Valencia;Comunitat Valenciana;2019;Jan;Animalia;Aves;Threskiornithidae;Plegadis;Plegadis falcinellus;Glossy Ibis
-0.283;39.667;Albalat de Taronchers;Valencia;Comunitat Valenciana;2017;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Pinzon vulgar
-0.283;39.667;Albalat de Taronchers;Valencia;Comunitat Valenciana;2019;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Pinzon vulgar
-0.75;39.367;Alborache;Valencia;Comunitat Valenciana;2019;Jan;Animalia;Aves;Fringillidae;Fringilla;Fringilla coelebs;Pinzon vulgar
-0.32;39.339;Albufera;Valencia;Comunitat Valenciana;2017;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Red-crested Pochard
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2000;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2000;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2000;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2000;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Threskiornithidae;Plegadis;Plegadis falcinellus;Morito comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Garcilla cangrejera
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2001;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Garcilla cangrejera
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2002;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Garcilla cangrejera
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2003;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2004;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2004;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2004;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2004;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Threskiornithidae;Platalea;Platalea leucorodia;Espatula comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Threskiornithidae;Plegadis;Plegadis falcinellus;Morito comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Anatidae;Netta;Netta rufina;Pato colorado
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Ardeidae;Ixobrychus;Ixobrychus minutus;Avetorillo comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Ardeidae;Ardeola;Ardeola ralloides;Garcilla cangrejera
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Ardeidae;Nycticorax;Nycticorax nycticorax;Martinete comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Ardeidae;Ardea;Egretta alba;Garceta grande
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2005;Jan;Animalia;Aves;Podicipedidae;Tachybaptus;Tachybaptus ruficollis;Zampullin comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps cristatus;Somormujo lavanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2006;Jan;Animalia;Aves;Threskiornithidae;Plegadis;Plegadis falcinellus;Morito comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2006;Jan;Animalia;Aves;Threskiornithidae;Platalea;Platalea leucorodia;Espatula comun
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2006;Jan;Animalia;Aves;Anatidae;Tadorna;Tadorna tadorna;Tarro blanco
-0.355;39.332;Albufera de Valencia;Valencia;Comunitat Valenciana;2006;Jan;Animalia;Aves;Podicipedidae;Podiceps;Podiceps nigricollis;Zampullin cuellinegro
