min_temp;long;lat;max_temp;elevation;isothermality;mean_temp;precip;seasonal_temp;new;community
-2.4;-2.1;41.7;28.4;1043;41.1;10.4;25.6;639.9;41.7,-2.1;Castilla y Leon
-2.6;-2;41.7;28.2;1095;41.1;10.1;25.6;639.6;41.7,-2.0;Castilla y Leon
-3.2;-1.9;41.7;27.2;1278;41.3;9.1;25.8;631.7;41.7,-1.9;Castilla y Leon
-3.1;-1.8;41.7;26.6;1356;41.1;8.8;26;624.9;41.7,-1.8;Aragon
-2.1;-1.7;41.7;27.5;1150;41.2;10;27.5;619.6;41.7,-1.7;Aragon
-0.8;-1.6;41.7;28.8;865;41;11.5;29.4;623.4;41.7,-1.6;Aragon
-0.1;-1.5;41.7;29.2;743;40.5;12.2;29.9;627.5;41.7,-1.5;Aragon
1.4;-1.4;41.7;31.3;414;40.3;14.1;28.2;646.6;41.7,-1.4;Aragon
1.7;-1.3;41.7;31.2;359;39.9;14.4;26.8;645.7;41.7,-1.3;Aragon
2;-1.2;41.7;31.1;290;39.4;14.6;27.3;643.2;41.7,-1.2;Aragon
2.1;-1.1;41.7;31.3;258;39;14.8;27;649.1;41.7,-1.1;Aragon
2.3;-1;41.7;31;223;38.7;14.9;27.8;642;41.7,-1.0;Aragon
2.5;-0.9;41.7;31.1;250;38.1;15;28.1;648.9;41.7,-0.9;Aragon
2.3;-0.8;41.7;31.5;238;38.5;15.1;28.2;655.8;41.7,-0.8;Aragon
1.7;-0.7;41.7;32.2;370;38.2;14.7;29.4;681.2;41.7,-0.7;Aragon
1.3;-0.6;41.7;32.3;445;38;14.4;29.7;691.1;41.7,-0.6;Aragon
1.1;-0.5;41.7;32.1;523;37.8;14.1;29.8;693.7;41.7,-0.5;Aragon
1.1;-0.4;41.7;31.6;550;36.9;13.9;30.9;689.6;41.7,-0.4;Aragon
1.4;-0.3;41.7;32.2;446;37.3;14.5;31.1;693.6;41.7,-0.3;Aragon
2;-0.2;41.7;32.4;321;37.5;15.1;30.7;688.9;41.7,-0.2;Aragon
2.1;-0.1;41.7;32.4;275;37.7;15.2;31.4;684.9;41.7,-0.1;Aragon
2.1;0;41.7;32.4;265;37.5;15.3;30.7;686.7;41.7,-0.0;Aragon
2.1;0.1;41.7;32.6;202;38;15.5;31.3;688.7;41.7,0.1;Aragon
1.8;0.2;41.7;32;244;38.2;15.1;31.8;680.8;41.7,0.2;Aragon
1.7;0.3;41.7;31.7;208;38.3;15;32.5;675.7;41.7,0.3;Aragon
1.5;0.4;41.7;31.5;200;38.1;14.8;32.5;676.7;41.7,0.4;Cataluna
0.9;0.5;41.7;31.4;286;38.2;14.4;32.2;685.1;41.7,0.5;Cataluna
0.9;0.6;41.7;31.8;230;38.7;14.5;33.1;689.8;41.7,0.6;Cataluna
1;0.7;41.7;31.2;206;38.8;14.5;32.4;676.4;41.7,0.7;Cataluna
1;0.8;41.7;30.5;204;39.4;14.4;32.7;660.4;41.7,0.8;Cataluna
1;0.9;41.7;29.7;226;39.8;14.3;31.1;643.2;41.7,0.9;Cataluna
0.9;1;41.7;29.3;250;39.6;14.1;30.1;634.2;41.7,1.0;Cataluna
0.7;1.1;41.7;30.2;351;38.7;13.9;27.8;653.4;41.7,1.1;Cataluna
0.5;1.2;41.7;30.2;429;38.4;13.5;26.8;657.5;41.7,1.2;Cataluna
0.2;1.3;41.7;29.7;521;38.1;13.1;26.1;651.9;41.7,1.3;Cataluna
-0.1;1.4;41.7;29.1;635;37.7;12.5;25;645.2;41.7,1.4;Cataluna
-0.2;1.5;41.7;28.3;692;37.8;12.2;24.5;630.2;41.7,1.5;Cataluna
0.5;1.6;41.7;27.5;624;37.4;12.5;24.9;605.6;41.7,1.6;Cataluna
1.2;1.7;41.7;27.6;507;37.1;13.1;25.2;598.9;41.7,1.7;Cataluna
1.9;1.8;41.7;28.3;305;37;14;26.4;598.9;41.7,1.8;Cataluna
2.1;1.9;41.7;28.6;291;37;14.2;26.2;602.4;41.7,1.9;Cataluna
1.4;2;41.7;27.3;522;36.3;13.1;23.9;596;41.7,2.0;Cataluna
1.2;2.1;41.7;26.6;657;36.9;12.5;23.2;578.5;41.7,2.1;Cataluna
1.8;2.2;41.7;27.4;549;37.6;13.2;22.7;577.6;41.7,2.2;Cataluna
1.8;2.3;41.7;27.4;515;37.5;13.3;22.2;577.1;41.7,2.3;Cataluna
1.6;2.4;41.7;27.2;527;37.6;13.2;21.2;573.9;41.7,2.4;Cataluna
2.1;2.5;41.7;27.7;322;38.3;13.9;22.5;570.6;41.7,2.5;Cataluna
2.5;2.6;41.7;27.6;203;38.4;14.2;23.9;559.6;41.7,2.6;Cataluna
2.8;2.7;41.7;28.4;72;39.6;14.9;25.1;563;41.7,2.7;Cataluna
2.9;2.8;41.7;28.1;105;39.4;14.8;25;556.6;41.7,2.8;Cataluna
3.3;2.9;41.7;27.6;124;38.7;14.6;26;544.1;41.7,2.9;Cataluna
11.2;-18;27.7;25.8;775;47.9;17.4;79.7;278.6;27.7,-18.0;Islas Canarias
6;-8.8;41.6;23.6;48;46.2;14.2;53.2;359.7;41.6,-8.8;Asturias
5.4;-8.7;41.6;24.1;134;45.1;13.9;52.9;385.4;41.6,-8.7;Asturias
5.1;-8.6;41.6;24.5;164;44.7;13.9;52.9;399;41.6,-8.6;Asturias
5;-8.5;41.6;25;149;45;14.1;53.1;405.3;41.6,-8.5;Asturias
4.8;-8.4;41.6;25.9;138;45.1;14.4;52.7;421.8;41.6,-8.4;Asturias
4.5;-8.3;41.6;25.7;213;44.3;14;52.3;429.5;41.6,-8.3;Asturias
3.6;-8.2;41.6;25.2;429;42.4;13.2;51.8;453.3;41.6,-8.2;Norte
3.1;-8.1;41.6;24.9;525;41.6;12.7;51.6;464.8;41.6,-8.1;Norte
1.8;-8;41.6;23.8;863;38.1;11.1;50.1;496.6;41.6,-8.0;Norte
1.7;-7.9;41.6;24.3;847;37.9;11.2;50;509.7;41.6,-7.9;Norte
2.3;-7.8;41.6;24.9;682;39.4;12;51.5;496.6;41.6,-7.8;Norte
2.4;-7.7;41.6;25;656;39.2;12.1;52.2;496.3;41.6,-7.7;Norte
2.8;-7.6;41.6;25.5;535;40.6;12.6;53.8;487.7;41.6,-7.6;Norte
2.9;-7.5;41.6;25.6;483;41.4;12.8;53.8;481.2;41.6,-7.5;Norte
2.3;-7.4;41.6;25.9;602;40.3;12.5;53;503.7;41.6,-7.4;Norte
3;-7.3;41.6;26.4;461;42;13.3;53.3;490.7;41.6,-7.3;Norte
3.5;-7.2;41.6;26.7;348;43.2;13.8;53.4;477.9;41.6,-7.2;Norte
3.3;-7.1;41.6;26.8;348;43;13.7;53.1;481;41.6,-7.1;Norte
2.2;-7;41.6;26.7;526;40.7;12.9;52.5;515.1;41.6,-7.0;Norte
0.5;-6.9;41.6;26.3;817;38.3;11.5;50.9;561.5;41.6,-6.9;Norte
0.2;-6.8;41.6;26.9;807;38.5;11.6;50.9;574.9;41.6,-6.8;Norte
0.7;-6.7;41.6;27.7;679;39.2;12.3;51.4;572.5;41.6,-6.7;Norte
0.9;-6.6;41.6;28;632;39.3;12.6;51.3;574.7;41.6,-6.6;Norte
0.7;-6.5;41.6;28.1;632;39.5;12.5;51.1;578.5;41.6,-6.5;Norte
-0.1;-6.4;41.6;27.8;757;39.1;11.8;50.2;591.9;41.6,-6.4;Norte
-0.3;-6.3;41.6;27.8;805;39;11.6;49.1;597.6;41.6,-6.3;Norte
-0.1;-6.2;41.6;28;785;39.1;11.7;48.8;600;41.6,-6.2;Castilla y Leon
-0.1;-6.1;41.6;28.4;790;39;11.8;47.7;607.7;41.6,-6.1;Castilla y Leon
0.2;-6;41.6;28.3;767;38.5;11.9;47;604.3;41.6,-6.0;Castilla y Leon
0.5;-5.9;41.6;28.7;711;38.8;12.3;44;608.1;41.6,-5.9;Castilla y Leon
0.3;-5.8;41.6;29;711;39.5;12.3;41.9;614.1;41.6,-5.8;Castilla y Leon
0.4;-5.7;41.6;29.2;681;40.1;12.5;40.2;612.7;41.6,-5.7;Castilla y Leon
0.4;-5.6;41.6;29.2;676;40.3;12.5;39;611.3;41.6,-5.6;Castilla y Leon
0.3;-5.5;41.6;29.1;731;39.6;12.3;37.7;617.7;41.6,-5.5;Castilla y Leon
0;-5.4;41.6;29;755;40.2;12.1;35.6;619.1;41.6,-5.4;Castilla y Leon
-0.1;-5.3;41.6;29;757;40.4;12.1;34.7;618.5;41.6,-5.3;Castilla y Leon
-0.2;-5.2;41.6;28.8;749;40.7;12;33.3;614.7;41.6,-5.2;Castilla y Leon
-0.3;-5.1;41.6;28.9;768;40.4;11.9;32.7;620.1;41.6,-5.1;Castilla y Leon
-0.4;-5;41.6;29;793;40.3;11.8;32;625.5;41.6,-5.0;Castilla y Leon
-0.4;-4.9;41.6;29.3;820;39.7;11.7;31.9;635.8;41.6,-4.9;Castilla y Leon
0;-4.8;41.6;29.8;734;39.6;12.3;32.9;638.2;41.6,-4.8;Castilla y Leon
0;-4.7;41.6;30.1;713;39.8;12.4;32.8;644;41.6,-4.7;Castilla y Leon
-0.4;-4.6;41.6;29.8;761;39.9;12.1;32.8;645.4;41.6,-4.6;Castilla y Leon
-0.4;-4.5;41.6;29.6;763;40;12;33;644.5;41.6,-4.5;Castilla y Leon
-0.6;-4.4;41.6;29.2;813;39.3;11.8;33.9;647.2;41.6,-4.4;Castilla y Leon
-0.5;-4.3;41.6;29.2;821;39.3;11.7;34.3;648.1;41.6,-4.3;Castilla y Leon
-0.5;-4.2;41.6;29.5;800;39.6;11.9;33.9;651.1;41.6,-4.2;Castilla y Leon
-0.5;-4.1;41.6;29.5;790;39.5;12;33.1;652.1;41.6,-4.1;Castilla y Leon
-0.7;-4;41.6;29.2;849;39.2;11.7;31.9;653.9;41.6,-4.0;Castilla y Leon
-0.8;-3.9;41.6;29.1;860;39.2;11.6;30.8;655.9;41.6,-3.9;Castilla y Leon
-0.8;-3.8;41.6;29.1;856;39.3;11.6;29.9;655.5;41.6,-3.8;Castilla y Leon
-0.9;-3.7;41.6;29.3;855;39.3;11.7;29.4;659.6;41.6,-3.7;Castilla y Leon
-0.8;-3.6;41.6;29.1;852;39.4;11.6;29.2;654.7;41.6,-3.6;Castilla y Leon
-0.9;-3.5;41.6;28.8;880;38.8;11.4;28.3;653.4;41.6,-3.5;Castilla y Leon
-1.1;-3.4;41.6;28.7;912;39;11.3;28.2;653.4;41.6,-3.4;Castilla y Leon
-1.2;-3.3;41.6;28.8;917;39.5;11.3;28;654.3;41.6,-3.3;Castilla y Leon
-1.3;-3.2;41.6;28.9;922;39.8;11.3;27.4;654.8;41.6,-3.2;Castilla y Leon
-1.5;-3.1;41.6;28.4;984;39.2;10.9;27.9;652.8;41.6,-3.1;Castilla y Leon
-1.6;-3;41.6;28.2;961;39.4;10.8;27.9;646.7;41.6,-3.0;Castilla y Leon
-1.9;-2.9;41.6;27.9;1003;39.7;10.6;27;646.1;41.6,-2.9;Castilla y Leon
-2.1;-2.8;41.6;28.5;1016;40.7;10.7;26.5;651.4;41.6,-2.8;Castilla y Leon
-2;-2.7;41.6;28.3;1003;40.6;10.7;26.2;647.7;41.6,-2.7;Castilla y Leon
-2.1;-2.6;41.6;27.5;1032;39.5;10.3;26.4;638.6;41.6,-2.6;Castilla y Leon
-2.2;-2.5;41.6;26.7;1074;39.3;9.9;26.5;626.5;41.6,-2.5;Castilla y Leon
-2;-2.4;41.6;28.4;985;40.7;10.6;25.3;641.3;41.6,-2.4;Castilla y Leon
-2.2;-2.3;41.6;28.6;988;41.3;10.7;24.8;641.3;41.6,-2.3;Castilla y Leon
-2.3;-2.2;41.6;28.5;1030;41.5;10.5;24.8;639.8;41.6,-2.2;Castilla y Leon
-2.3;-2.1;41.6;28.5;1038;41.3;10.5;25.8;642.3;41.6,-2.1;Castilla y Leon
-2.4;-2;41.6;28.1;1080;40.9;10.2;25.6;638.9;41.6,-2.0;Castilla y Leon
-2.3;-1.9;41.6;28.1;1126;41.4;10.2;26.8;634.7;41.6,-1.9;Aragon
-1.6;-1.8;41.6;28.5;1031;41.2;10.7;27.3;631.4;41.6,-1.8;Aragon
-1.1;-1.7;41.6;29.1;932;41.4;11.3;29.1;631.6;41.6,-1.7;Aragon
-0.1;-1.6;41.6;29.8;743;41;12.4;30.4;633.4;41.6,-1.6;Aragon
0;-1.5;41.6;30;715;41;12.6;29.9;638.6;41.6,-1.5;Aragon
1.3;-1.4;41.6;31.3;416;40.5;14.2;29.7;646.7;41.6,-1.4;Aragon
1.6;-1.3;41.6;31;340;40.3;14.4;29;639.3;41.6,-1.3;Aragon
1.4;-1.2;41.6;31.4;400;40.2;14.2;29.7;654;41.6,-1.2;Aragon
1.3;-1.1;41.6;31.3;440;39.5;14;30.1;657.2;41.6,-1.1;Aragon
1.7;-1;41.6;31.5;352;39;14.4;29.5;659.6;41.6,-1.0;Aragon
2.5;-0.9;41.6;31.5;239;38.1;15.1;29.6;655.3;41.6,-0.9;Aragon
2.6;-0.8;41.6;31.3;195;38.5;15.2;28.4;645.1;41.6,-0.8;Aragon
2.4;-0.7;41.6;31.8;244;38.5;15.2;28.9;658.8;41.6,-0.7;Aragon
2;-0.6;41.6;32.5;318;38.5;15;29.9;678.6;41.6,-0.6;Aragon
1.9;-0.5;41.6;32.8;319;38.6;15.1;30.2;688.9;41.6,-0.5;Aragon
1;-0.4;41.6;32.5;481;38.2;14.4;30.4;698.8;41.6,-0.4;Aragon
0.8;-0.3;41.6;32.1;538;38.1;14;31.6;694.7;41.6,-0.3;Aragon
1.1;-0.2;41.6;32.7;461;38.4;14.5;31.5;698.8;41.6,-0.2;Aragon
1.2;-0.1;41.6;32.7;417;38.7;14.6;31.4;696.4;41.6,-0.1;Aragon
1.1;0;41.6;32.5;457;38.5;14.4;31;696.9;41.6,-0.0;Aragon
1.8;0.1;41.6;33.2;257;38.4;15.3;32;701.5;41.6,0.1;Aragon
2;0.2;41.6;32.7;200;38.3;15.4;32.5;689.2;41.6,0.2;Aragon
1.9;0.3;41.6;32.4;179;38.3;15.3;33;684.3;41.6,0.3;Aragon
1.4;0.4;41.6;31.9;225;38.4;14.9;33.7;682.2;41.6,0.4;Aragon
1.2;0.5;41.6;31.7;242;38.6;14.7;34.4;683.1;41.6,0.5;Cataluna
1.3;0.6;41.6;32;170;38.5;14.9;35.6;691.5;41.6,0.6;Cataluna
1.1;0.7;41.6;31.4;191;38.7;14.6;34.4;679.5;41.6,0.7;Cataluna
1;0.8;41.6;30.4;213;39.2;14.4;33.4;657.2;41.6,0.8;Cataluna
0.9;0.9;41.6;29.9;248;39.4;14.3;32.1;646.4;41.6,0.9;Cataluna
0.9;1;41.6;29.8;282;39.4;14.1;31.1;643.1;41.6,1.0;Cataluna
0.7;1.1;41.6;30.2;390;38.4;13.8;28.5;656.5;41.6,1.1;Cataluna
0.3;1.2;41.6;29.6;513;37.9;13.2;27;651.5;41.6,1.2;Cataluna
0;1.3;41.6;29.1;604;37.6;12.7;25.3;644.2;41.6,1.3;Cataluna
-0.2;1.4;41.6;28.8;666;37.5;12.3;25.1;638.6;41.6,1.4;Cataluna
0.4;1.5;41.6;28;639;37.6;12.5;24.9;616.4;41.6,1.5;Cataluna
1.3;1.6;41.6;28.4;495;38.2;13.4;25.1;604.1;41.6,1.6;Cataluna
1.4;1.7;41.6;27.7;514;37.4;13.2;25;595.4;41.6,1.7;Cataluna
1.5;1.8;41.6;27.3;527;36.7;13.1;23.9;589.9;41.6,1.8;Cataluna
2.5;1.9;41.6;28.1;297;36.5;14.3;25.8;588.7;41.6,1.9;Cataluna
1.6;2;41.6;27.2;574;36.3;13.1;22.9;589.1;41.6,2.0;Cataluna
2.6;2.1;41.6;28.1;356;37.7;14.2;24.3;575.1;41.6,2.1;Cataluna
2.9;2.2;41.6;28.9;213;38.3;14.9;24.3;579.8;41.6,2.2;Cataluna
2.8;2.3;41.6;29.1;193;38.7;14.9;23.6;583;41.6,2.3;Cataluna
2.7;2.4;41.6;28.3;230;38.3;14.5;24.1;571.8;41.6,2.4;Cataluna
2.5;2.5;41.6;27.4;330;37.8;14;24;563.1;41.6,2.5;Cataluna
3.1;2.6;41.6;27.6;210;38.7;14.5;25.5;548.4;41.6,2.6;Cataluna
14.4;-15.6;27.7;28.4;13;52.7;21;81.6;243.3;27.7,-15.6;Islas Canarias
14.2;-15.5;27.7;28.7;8;53.5;21;81.7;246.6;27.7,-15.5;Islas Canarias
14.3;-18.1;27.8;26.3;192;49.9;19.8;85.3;230.7;27.8,-18.1;Islas Canarias
5.5;-8.7;41.5;23.8;112;46;14;53.8;373.3;41.5,-8.7;Norte
5.5;-8.6;41.5;24.6;77;46.3;14.3;54.1;386.8;41.5,-8.6;Norte
5.2;-8.5;41.5;25;104;45.8;14.3;54;398.1;41.5,-8.5;Norte
4.3;-8.4;41.5;25.6;306;43.5;13.8;52.7;437.4;41.5,-8.4;Norte
4.1;-8.3;41.5;25.5;267;44.3;13.8;52.7;435.3;41.5,-8.3;Norte
3.9;-8.2;41.5;25.4;317;43.6;13.6;52.6;440.3;41.5,-8.2;Norte
2.8;-8.1;41.5;24.8;587;40.9;12.4;52;469.4;41.5,-8.1;Norte
2.7;-8;41.5;24.9;597;40.9;12.4;52.1;474.6;41.5,-8.0;Norte
3;-7.9;41.5;25.1;575;40.5;12.6;52.6;478.5;41.5,-7.9;Norte
3.2;-7.8;41.5;25.1;495;41.1;12.8;53.6;469;41.5,-7.8;Norte
1.9;-7.7;41.5;24.6;773;38.3;11.5;52.3;506.8;41.5,-7.7;Norte
1.9;-7.6;41.5;24.9;736;38.7;11.7;52.7;507.8;41.5,-7.6;Norte
1.3;-7.5;41.5;24.6;884;37.2;11.1;51.5;526.9;41.5,-7.5;Norte
3;-7.4;41.5;26.2;495;41.5;13.1;53.6;488;41.5,-7.4;Norte
3.7;-7.3;41.5;26.4;336;43.4;13.8;53.9;466;41.5,-7.3;Norte
4;-7.2;41.5;26.9;280;44.2;14.1;53.1;465;41.5,-7.2;Norte
3.3;-7.1;41.5;26.8;365;42.7;13.7;53.3;483.7;41.5,-7.1;Norte
2.4;-7;41.5;26.8;524;40.9;13;52.9;514.1;41.5,-7.0;Norte
1.5;-6.9;41.5;27;615;39.7;12.6;52.6;543.9;41.5,-6.9;Norte
1.3;-6.8;41.5;27.7;628;39.6;12.6;52.9;559.9;41.5,-6.8;Norte
1.7;-6.7;41.5;28.3;525;40.4;13.1;52.7;556.8;41.5,-6.7;Norte
1.6;-6.6;41.5;28.3;547;39.8;13.1;53;563;41.5,-6.6;Norte
1.2;-6.5;41.5;28.3;587;39.8;12.8;52.8;571.3;41.5,-6.5;Norte
0.2;-6.4;41.5;28.1;770;38.8;11.9;51.2;596.5;41.5,-6.4;Norte
0.2;-6.3;41.5;28.5;738;39.2;12.1;51;599.2;41.5,-6.3;Norte
0.3;-6.2;41.5;28.6;727;39.2;12.2;50.6;601.7;41.5,-6.2;Castilla y Leon
0.3;-6.1;41.5;28.7;731;39.2;12.1;49.5;603.9;41.5,-6.1;Castilla y Leon
0.3;-6;41.5;28.8;773;38.9;12.1;47.6;610;41.5,-6.0;Castilla y Leon
0.4;-5.9;41.5;28.9;718;39.1;12.3;44.7;609.6;41.5,-5.9;Castilla y Leon
0.5;-5.8;41.5;29.2;699;39.6;12.4;42.8;611.2;41.5,-5.8;Castilla y Leon
0.6;-5.7;41.5;28.9;649;40.6;12.6;41;600.2;41.5,-5.7;Castilla y Leon
0.5;-5.6;41.5;28.5;655;40.9;12.5;39.8;596.1;41.5,-5.6;Castilla y Leon
0.4;-5.5;41.5;28.6;700;40.3;12.3;37.8;603.1;41.5,-5.5;Castilla y Leon
0.3;-5.4;41.5;29.1;707;40.6;12.3;35.2;613.9;41.5,-5.4;Castilla y Leon
0.2;-5.3;41.5;29.2;704;40.5;12.3;34.5;616.6;41.5,-5.3;Castilla y Leon
0;-5.2;41.5;29;711;41;12.2;33.1;613;41.5,-5.2;Castilla y Leon
-0.1;-5.1;41.5;29;711;41.1;12.2;33;614.7;41.5,-5.1;Castilla y Leon
-0.2;-5;41.5;29.1;748;40.5;12.1;32.5;621;41.5,-5.0;Castilla y Leon
0;-4.9;41.5;29.5;704;40.3;12.2;32.9;628.5;41.5,-4.9;Castilla y Leon
0;-4.8;41.5;29.7;697;39.9;12.3;33.1;635.7;41.5,-4.8;Castilla y Leon
-0.1;-4.7;41.5;29.9;702;40;12.3;33;639.8;41.5,-4.7;Castilla y Leon
-0.3;-4.6;41.5;30.1;714;40.2;12.3;33.3;645.5;41.5,-4.6;Castilla y Leon
-0.6;-4.5;41.5;29.6;823;39.2;11.8;33.8;654.3;41.5,-4.5;Castilla y Leon
-0.7;-4.4;41.5;28.8;856;38.7;11.5;33.7;647.6;41.5,-4.4;Castilla y Leon
-0.9;-4.3;41.5;28.9;889;39.5;11.4;32.6;649.3;41.5,-4.3;Castilla y Leon
-0.9;-4.2;41.5;29.1;882;39.8;11.5;33.1;651.4;41.5,-4.2;Castilla y Leon
-0.8;-4.1;41.5;29;861;39.3;11.6;32.6;653.5;41.5,-4.1;Castilla y Leon
-0.8;-4;41.5;29;866;39.2;11.6;31.5;655.1;41.5,-4.0;Castilla y Leon
-1.2;-3.9;41.5;28.9;946;39.2;11.3;30.5;662.1;41.5,-3.9;Castilla y Leon
-1.1;-3.8;41.5;28.9;928;38.7;11.3;30.4;663.1;41.5,-3.8;Castilla y Leon
-1.1;-3.7;41.5;28.9;938;38.4;11.3;30.2;662.9;41.5,-3.7;Castilla y Leon
-1.2;-3.6;41.5;28.6;1002;38;11;29.8;663.3;41.5,-3.6;Castilla y Leon
-1.2;-3.5;41.5;28.7;986;38.5;11.1;29.6;661.5;41.5,-3.5;Castilla y Leon
-1.3;-3.4;41.5;28.7;963;38.8;11.1;29.3;658.8;41.5,-3.4;Castilla y Leon
-1.2;-3.3;41.5;28.9;924;39.2;11.3;29;658.2;41.5,-3.3;Castilla y Leon
-1.2;-3.2;41.5;28.9;912;39.5;11.3;28.2;656.5;41.5,-3.2;Castilla y Leon
-1.3;-3.1;41.5;29;900;39.6;11.4;27.5;656.1;41.5,-3.1;Castilla y Leon
-1.4;-3;41.5;29;916;39.3;11.3;27.5;657.8;41.5,-3.0;Castilla y Leon
-1.6;-2.9;41.5;28.4;956;39.5;10.9;27.3;649.5;41.5,-2.9;Castilla y Leon
-1.7;-2.8;41.5;28.6;941;40;11;27.6;651.1;41.5,-2.8;Castilla y Leon
-1.9;-2.7;41.5;28.4;986;40;10.8;26.7;650;41.5,-2.7;Castilla y Leon
-1.9;-2.6;41.5;28.1;1012;39.7;10.6;27.3;646.7;41.5,-2.6;Castilla y Leon
-2;-2.5;41.5;27.6;1032;39.6;10.4;26.6;637;41.5,-2.5;Castilla y Leon
-2.3;-2.4;41.5;28.4;1046;40.8;10.5;25.8;642.7;41.5,-2.4;Castilla y Leon
-2.3;-2.3;41.5;28.3;1075;41.2;10.4;25.5;639.5;41.5,-2.3;Castilla y Leon
-2.1;-2.2;41.5;28.4;1035;41.3;10.6;25.9;637.7;41.5,-2.2;Castilla y Leon
-2;-2.1;41.5;28.7;1005;41.5;10.8;25.5;639.5;41.5,-2.1;Castilla y Leon
-2.1;-2;41.5;28.3;1069;41.2;10.5;26.4;638.1;41.5,-2.0;Castilla y Leon
-1.7;-1.9;41.5;28.9;999;41.7;11;27.3;637.2;41.5,-1.9;Aragon
-1.4;-1.8;41.5;28.7;953;40.9;11.1;28.3;633.3;41.5,-1.8;Aragon
-1.2;-1.7;41.5;28.5;954;40.7;11.1;28.9;629.2;41.5,-1.7;Aragon
0;-1.6;41.5;30.1;699;40.8;12.6;31.1;638.7;41.5,-1.6;Aragon
0.7;-1.5;41.5;30.8;576;40.7;13.4;31.5;644;41.5,-1.5;Aragon
1.4;-1.4;41.5;30.8;389;41;14.2;30.6;631.9;41.5,-1.4;Aragon
1.4;-1.3;41.5;31;359;40.4;14.4;30.5;638.8;41.5,-1.3;Aragon
1.1;-1.2;41.5;31.5;437;40.2;14.1;31.4;658;41.5,-1.2;Aragon
0.5;-1.1;41.5;31.1;560;40.1;13.5;31.9;660.2;41.5,-1.1;Aragon
1.2;-1;41.5;31.5;449;39.7;14;31.3;662.2;41.5,-1.0;Aragon
1.5;-0.9;41.5;31.6;411;39;14.3;31.2;664;41.5,-0.9;Aragon
2;-0.8;41.5;32.1;310;39;14.9;30;666;41.5,-0.8;Aragon
2.4;-0.7;41.5;31.9;244;38.6;15.2;30.1;658.4;41.5,-0.7;Aragon
2.6;-0.6;41.5;31.7;196;38.6;15.4;30.2;653.2;41.5,-0.6;Aragon
2.4;-0.5;41.5;32.2;224;38.8;15.4;30.5;664.6;41.5,-0.5;Aragon
1.6;-0.4;41.5;33.1;320;39.1;15.2;30.7;694.2;41.5,-0.4;Aragon
1.4;-0.3;41.5;33;368;39.1;14.9;31.5;697;41.5,-0.3;Aragon
1.1;-0.2;41.5;32.5;416;39.1;14.6;31.7;690.1;41.5,-0.2;Aragon
1.2;-0.1;41.5;31.8;351;39.5;14.7;32.2;673.2;41.5,-0.1;Aragon
1.4;0;41.5;32.4;337;39.3;14.9;31.9;684.4;41.5,-0.0;Aragon
1.5;0.1;41.5;32.9;300;39.1;15.1;32.3;695.5;41.5,0.1;Aragon
1.3;0.2;41.5;33.2;307;39;15;32.3;704.8;41.5,0.2;Aragon
1.9;0.3;41.5;32.6;217;38.6;15.3;34.4;686.2;41.5,0.3;Aragon
1.8;0.4;41.5;32.2;185;38.8;15.3;35.8;679.1;41.5,0.4;Aragon
1.7;0.5;41.5;32;155;38.9;15.2;36;678.1;41.5,0.5;Cataluna
1.2;0.6;41.5;32.5;189;38.7;14.9;35.2;698.5;41.5,0.6;Cataluna
1.1;0.7;41.5;31.9;233;38.7;14.6;34.6;687.4;41.5,0.7;Cataluna
1.1;0.8;41.5;30.8;258;38.9;14.4;33.7;663.4;41.5,0.8;Cataluna
1;0.9;41.5;30.5;286;38.9;14.3;32.1;658.3;41.5,0.9;Cataluna
0.8;1;41.5;30.5;348;38.5;14;31;660.4;41.5,1.0;Cataluna
0.2;1.1;41.5;29.2;547;37.8;13;27.8;645.4;41.5,1.1;Cataluna
-0.3;1.2;41.5;28.6;669;37.6;12.3;25.6;638.7;41.5,1.2;Cataluna
-0.5;1.3;41.5;28.1;742;37.6;11.9;25;629;41.5,1.3;Cataluna
-0.3;1.4;41.5;28.3;717;38;12.1;25;625.8;41.5,1.4;Cataluna
0.4;1.5;41.5;27.6;670;37.6;12.3;25.1;607.8;41.5,1.5;Cataluna
1.8;1.6;41.5;28;410;37.8;13.7;25.8;592;41.5,1.6;Cataluna
2.2;1.7;41.5;27.9;405;37.5;13.8;26;583.5;41.5,1.7;Cataluna
2.5;1.8;41.5;28.1;353;37.7;14.2;25.8;579.6;41.5,1.8;Cataluna
3.2;1.9;41.5;28.5;216;37.6;14.9;26.9;577.4;41.5,1.9;Cataluna
3.2;2;41.5;28.3;263;37.4;14.7;26.1;576;41.5,2.0;Cataluna
3.4;2.1;41.5;29.1;161;38.6;15.3;25.8;577.8;41.5,2.1;Cataluna
3.5;2.2;41.5;29.2;97;38.6;15.4;26.2;576.1;41.5,2.2;Cataluna
3.3;2.3;41.5;28.3;201;37.9;14.9;25.5;566.5;41.5,2.3;Cataluna
3.5;2.4;41.5;27.9;195;37.8;14.8;26.1;552.4;41.5,2.4;Cataluna
14.3;-18;27.8;26.8;139;49.5;19.9;85.3;237.8;27.8,-18.0;Islas Canarias
14.2;-17.9;27.8;26.4;262;48.2;19.6;84.7;235.3;27.8,-17.9;Islas Canarias
5.6;-8.7;41.4;23.7;44;48;14.3;54.4;354.1;41.4,-8.7;Norte
